shipment_id,cargo_weight,shipment_priority,shc,customs_status,inspection_required,clearance_type,documentation_status,payment_status,consignee_name,consignee_behavior,staff_availability,truck_availability,packaging_condition,warehouse_load_percentage,flight_delay_hours,arrival_datetime,release_datetime,dwell_time_hours
SHIP_100226,700.87,Medium,DGR,Hold,0,Automatic,Incomplete,Pending,FreshFoods Exports,Cooperative,59,Available,Needs Repacking,52.88,21.78,2024-04-18 13:47:00,2024-04-21 22:47:00,81
SHIP_104346,622.49,Medium,VAL,Hold,0,Manual,Missing,Pending,ABC Pharma Ltd,Cooperative,26,Delayed,Damaged,25.56,2.01,2024-04-19 19:01:00,2024-04-23 09:01:00,86
SHIP_116295,2801.57,Low,VAL,Pending,0,Automatic,Missing,Paid,CargoLink Pvt Ltd,Average,55,Available,Good,62.35,15.44,2024-04-16 02:04:00,2024-04-17 18:04:00,40
SHIP_114438,2739.19,Low,DGR,Pending,1,Automatic,Complete,Pending,Skyline Traders,Cooperative,21,Available,Good,65.46,19.65,2024-04-18 11:15:00,2024-04-20 11:15:00,48
SHIP_111664,4212.09,Medium,DGR,Under Inspection,0,Automatic,Missing,Overdue,CargoLink Pvt Ltd,Cooperative,61,Available,Needs Repacking,85.07,9.09,2024-04-20 23:17:00,2024-04-24 17:17:00,90
SHIP_111576,1685.03,High,VAL,Under Inspection,0,Manual,Complete,Paid,AeroTech Solutions,Average,44,Available,Damaged,38.36,17.25,2024-04-17 10:51:00,2024-04-18 16:51:00,30
SHIP_109646,2382.79,High,PER,Under Inspection,0,Manual,Complete,Paid,Skyline Traders,Average,97,Not Available,Good,44.26,14.33,2024-04-18 08:42:00,2024-04-20 03:42:00,43
SHIP_100237,4974.55,High,VAL,Pending,0,Automatic,Missing,Pending,Prime Retail Imports,Average,96,Available,Good,96.89,9.35,2024-04-17 14:21:00,2024-04-19 23:21:00,57
SHIP_104355,2842.98,Low,VAL,Pending,0,Manual,Incomplete,Paid,Prime Retail Imports,Non-Compliant,30,Not Available,Needs Repacking,33.86,10.3,2024-04-19 01:07:00,2024-04-21 18:07:00,65
SHIP_116883,529.15,Low,GEN,Hold,1,Automatic,Missing,Overdue,MedSupply International,Non-Compliant,48,Delayed,Good,73.41,17.37,2024-04-21 00:53:00,2024-04-25 20:53:00,116
SHIP_100403,1746.52,High,GEN,Pending,0,Manual,Missing,Paid,Secure Freight Systems,Cooperative,36,Available,Good,56.85,11.98,2024-04-17 03:22:00,2024-04-18 17:22:00,38
SHIP_108213,4383.89,High,GEN,Pending,1,Manual,Incomplete,Pending,Skyline Traders,Cooperative,38,Not Available,Good,42.45,21.85,2024-04-19 04:08:00,2024-04-22 06:08:00,74
SHIP_105210,4816.82,High,DGR,Hold,0,Manual,Complete,Pending,Skyline Traders,Cooperative,76,Available,Good,99.97,1.82,2024-04-17 14:09:00,2024-04-19 06:09:00,40
SHIP_104270,667.74,Medium,GEN,Pending,0,Automatic,Complete,Pending,Global Electronics Pvt Ltd,Average,32,Available,Good,80.3,14.89,2024-04-18 02:42:00,2024-04-19 10:42:00,32
SHIP_111814,3634.26,Medium,AVI,Hold,0,Manual,Missing,Paid,Global Electronics Pvt Ltd,Average,35,Not Available,Damaged,64.02,7.56,2024-04-17 05:07:00,2024-04-21 03:07:00,94
SHIP_102673,3312.17,High,GEN,Pending,0,Manual,Complete,Paid,Global Electronics Pvt Ltd,Non-Compliant,84,Available,Damaged,93.58,15.93,2024-04-15 06:19:00,2024-04-16 04:19:00,22
SHIP_115339,238.08,Low,EAT,Cleared,0,Manual,Complete,Pending,Skyline Traders,Average,63,Available,Good,56.26,10.23,2024-04-17 17:25:00,2024-04-18 19:25:00,26
SHIP_112657,1294.69,Low,DGR,Pending,1,Manual,Complete,Overdue,ABC Pharma Ltd,Average,99,Available,Good,45.87,3.33,2024-04-18 19:43:00,2024-04-21 05:43:00,58
SHIP_106797,1082.72,High,VAL,Hold,1,Manual,Incomplete,Overdue,Secure Freight Systems,Cooperative,82,Available,Good,67.48,0.74,2024-04-20 10:03:00,2024-04-24 02:03:00,88
SHIP_105237,4929.53,High,GEN,Under Inspection,1,Automatic,Complete,Overdue,ABC Pharma Ltd,Average,54,Delayed,Good,71.5,19.69,2024-04-21 02:37:00,2024-04-24 03:37:00,73
SHIP_111608,3114.45,Low,EAT,Under Inspection,0,Manual,Incomplete,Paid,DHL Logistics,Cooperative,84,Delayed,Good,49.61,14.82,2024-04-19 18:17:00,2024-04-21 19:17:00,49
SHIP_110478,2105.35,Medium,VAL,Pending,0,Automatic,Complete,Overdue,MedSupply International,Cooperative,95,Available,Good,62.57,22.99,2024-04-15 21:33:00,2024-04-18 01:33:00,52
SHIP_105911,2044.35,Critical,VAL,Under Inspection,0,Automatic,Missing,Pending,Secure Freight Systems,Delayed Response,81,Delayed,Good,98.94,12.51,2024-04-19 07:57:00,2024-04-22 01:57:00,66
SHIP_108845,4701.26,Critical,PER,Under Inspection,0,Automatic,Missing,Paid,FreshFoods Exports,Delayed Response,88,Delayed,Good,99.24,10.38,2024-04-18 16:05:00,2024-04-20 23:05:00,55
SHIP_103080,2505.27,Critical,PER,Under Inspection,0,Manual,Complete,Paid,MedSupply International,Cooperative,99,Available,Good,58.19,9.46,2024-04-18 02:27:00,2024-04-19 07:27:00,29
SHIP_104247,519.08,Critical,AVI,Hold,1,Manual,Complete,Overdue,CargoLink Pvt Ltd,Cooperative,68,Not Available,Damaged,52.53,18.61,2024-04-20 11:01:00,2024-04-25 01:01:00,110
SHIP_100656,4053.85,Critical,EAT,Hold,0,Manual,Missing,Overdue,Secure Freight Systems,Delayed Response,90,Available,Good,38.18,9.75,2024-04-18 20:00:00,2024-04-22 04:00:00,80
SHIP_109911,2900.95,Low,AVI,Under Inspection,0,Manual,Missing,Overdue,Global Electronics Pvt Ltd,Cooperative,28,Available,Good,60.94,3.26,2024-04-21 13:06:00,2024-04-24 19:06:00,78
SHIP_119188,395.26,High,PER,Under Inspection,0,Automatic,Incomplete,Paid,ABC Pharma Ltd,Average,78,Available,Good,77.54,19.59,2024-04-18 23:48:00,2024-04-20 08:48:00,33
SHIP_101295,1365.44,Critical,PER,Pending,0,Manual,Complete,Paid,ABC Pharma Ltd,Delayed Response,69,Delayed,Good,30.3,0.83,2024-04-17 18:50:00,2024-04-18 23:50:00,29
SHIP_107338,2661.14,High,PER,Under Inspection,0,Manual,Incomplete,Pending,Skyline Traders,Average,82,Available,Good,96.22,4.48,2024-04-19 13:02:00,2024-04-21 12:02:00,47
SHIP_116695,3962.07,Medium,PER,Pending,1,Manual,Missing,Paid,MedSupply International,Average,72,Available,Good,73.5,15.97,2024-04-19 05:05:00,2024-04-21 09:05:00,52
SHIP_119584,1260.38,Medium,GEN,Pending,0,Manual,Incomplete,Paid,Global Electronics Pvt Ltd,Cooperative,95,Available,Good,29.61,11.71,2024-04-18 06:46:00,2024-04-19 14:46:00,32
SHIP_103212,2546.02,High,VAL,Pending,1,Automatic,Complete,Pending,Global Electronics Pvt Ltd,Delayed Response,28,Available,Good,52.88,22.74,2024-04-19 10:45:00,2024-04-21 04:45:00,42
SHIP_116788,3467.28,Low,DGR,Under Inspection,0,Manual,Missing,Overdue,Global Electronics Pvt Ltd,Cooperative,86,Available,Good,54.13,23.45,2024-04-19 22:57:00,2024-04-23 07:57:00,81
SHIP_107494,2694.59,High,AVI,Under Inspection,0,Manual,Missing,Paid,FreshFoods Exports,Cooperative,39,Available,Good,33.46,22.76,2024-04-18 05:44:00,2024-04-20 11:44:00,54
SHIP_116661,4746.85,Critical,DGR,Under Inspection,1,Manual,Incomplete,Overdue,ABC Pharma Ltd,Average,80,Available,Good,30.88,12.0,2024-04-20 12:49:00,2024-04-23 03:49:00,63
SHIP_103030,2456.75,Low,EAT,Hold,0,Automatic,Missing,Paid,CargoLink Pvt Ltd,Average,74,Available,Good,23.94,1.45,2024-04-17 07:13:00,2024-04-19 17:13:00,58
SHIP_102360,407.97,High,VAL,Under Inspection,0,Manual,Complete,Paid,Skyline Traders,Cooperative,56,Available,Good,94.33,6.59,2024-04-17 15:46:00,2024-04-18 11:46:00,20
SHIP_100468,1729.65,Medium,AVI,Hold,1,Automatic,Missing,Overdue,ABC Pharma Ltd,Average,36,Delayed,Good,45.63,3.94,2024-04-22 20:21:00,2024-04-27 21:21:00,121
SHIP_112551,3839.02,Low,GEN,Pending,1,Manual,Missing,Paid,CargoLink Pvt Ltd,Average,33,Available,Good,24.54,5.81,2024-04-17 00:28:00,2024-04-19 11:28:00,59
SHIP_100239,1213.43,Medium,DGR,Pending,1,Automatic,Incomplete,Paid,Skyline Traders,Cooperative,20,Available,Damaged,66.64,23.99,2024-04-19 07:10:00,2024-04-21 12:10:00,53
SHIP_106754,4006.05,Critical,EAT,Pending,0,Automatic,Incomplete,Paid,AeroTech Solutions,Delayed Response,73,Not Available,Good,59.31,14.16,2024-04-19 15:46:00,2024-04-21 15:46:00,48
SHIP_104138,2418.65,Medium,VAL,Cleared,0,Automatic,Complete,Pending,FreshFoods Exports,Average,60,Available,Good,85.91,1.76,2024-04-18 14:29:00,2024-04-19 12:29:00,22
SHIP_112043,3549.74,Critical,GEN,Pending,0,Automatic,Incomplete,Overdue,Skyline Traders,Delayed Response,80,Available,Damaged,73.13,6.27,2024-04-19 13:34:00,2024-04-22 02:34:00,61
SHIP_111073,1296.35,Medium,GEN,Cleared,0,Manual,Complete,Overdue,CargoLink Pvt Ltd,Cooperative,46,Available,Damaged,60.95,22.98,2024-04-17 14:07:00,2024-04-19 05:07:00,39
SHIP_119934,3709.36,Critical,AVI,Pending,0,Automatic,Incomplete,Pending,Global Electronics Pvt Ltd,Cooperative,93,Delayed,Damaged,86.41,18.88,2024-04-19 20:27:00,2024-04-22 08:27:00,60
SHIP_115675,1219.55,High,EAT,Pending,0,Automatic,Missing,Pending,AeroTech Solutions,Cooperative,20,Delayed,Good,54.23,3.03,2024-04-20 19:35:00,2024-04-23 03:35:00,56
SHIP_107709,728.54,Low,DGR,Under Inspection,0,Automatic,Missing,Paid,ABC Pharma Ltd,Average,88,Delayed,Good,87.49,15.86,2024-04-19 15:57:00,2024-04-22 12:57:00,69
SHIP_101540,243.01,Medium,PER,Pending,1,Automatic,Missing,Overdue,ABC Pharma Ltd,Average,64,Available,Good,52.29,17.1,2024-04-19 07:14:00,2024-04-22 13:14:00,78
SHIP_105074,850.33,High,DGR,Pending,1,Automatic,Incomplete,Paid,FreshFoods Exports,Cooperative,93,Available,Good,92.04,22.11,2024-04-18 22:11:00,2024-04-21 02:11:00,52
SHIP_100841,150.99,Low,PER,Hold,0,Manual,Missing,Pending,AeroTech Solutions,Cooperative,79,Available,Good,42.68,16.48,2024-04-20 07:21:00,2024-04-23 11:21:00,76
SHIP_111084,1114.06,Critical,GEN,Hold,1,Automatic,Missing,Paid,MedSupply International,Cooperative,69,Available,Good,20.15,10.59,2024-04-17 04:29:00,2024-04-20 03:29:00,71
SHIP_114814,1687.27,Low,PER,Hold,0,Automatic,Incomplete,Overdue,AeroTech Solutions,Delayed Response,24,Available,Good,24.96,22.05,2024-04-20 18:47:00,2024-04-23 18:47:00,72
SHIP_110217,785.16,Medium,AVI,Hold,1,Manual,Incomplete,Overdue,Global Electronics Pvt Ltd,Average,40,Not Available,Good,67.81,11.23,2024-04-22 02:54:00,2024-04-26 19:54:00,113
SHIP_115708,895.62,Medium,AVI,Pending,0,Manual,Incomplete,Overdue,FreshFoods Exports,Delayed Response,27,Available,Good,70.41,17.44,2024-04-20 09:15:00,2024-04-23 00:15:00,63
SHIP_103693,3500.75,High,VAL,Hold,1,Automatic,Complete,Pending,Secure Freight Systems,Delayed Response,93,Not Available,Good,25.19,16.0,2024-04-22 10:29:00,2024-04-26 02:29:00,88
SHIP_112120,2289.13,Critical,GEN,Cleared,0,Automatic,Complete,Paid,MedSupply International,Delayed Response,26,Delayed,Good,83.55,2.97,2024-04-18 11:03:00,2024-04-19 04:03:00,17
SHIP_111040,4505.17,Medium,EAT,Under Inspection,0,Manual,Incomplete,Paid,Prime Retail Imports,Average,84,Available,Damaged,79.84,6.34,2024-04-20 10:25:00,2024-04-22 05:25:00,43
SHIP_119293,2805.94,Medium,VAL,Pending,0,Automatic,Incomplete,Overdue,MedSupply International,Average,28,Available,Good,59.16,19.94,2024-04-20 03:41:00,2024-04-22 08:41:00,53
SHIP_114427,3564.15,Low,DGR,Under Inspection,1,Manual,Incomplete,Paid,MedSupply International,Delayed Response,61,Available,Good,39.91,10.04,2024-04-20 05:17:00,2024-04-22 17:17:00,60
SHIP_110293,3441.77,Low,EAT,Pending,0,Automatic,Incomplete,Overdue,Skyline Traders,Cooperative,96,Delayed,Good,29.03,10.41,2024-04-21 01:18:00,2024-04-23 18:18:00,65
SHIP_106166,4653.07,Low,PER,Pending,0,Automatic,Incomplete,Pending,Global Electronics Pvt Ltd,Average,27,Not Available,Damaged,20.88,11.68,2024-04-21 14:51:00,2024-04-24 14:51:00,72
SHIP_109664,4243.1,High,PER,Pending,0,Automatic,Complete,Overdue,MedSupply International,Average,30,Available,Good,95.1,5.13,2024-04-18 17:13:00,2024-04-20 12:13:00,43
SHIP_100055,2322.72,Critical,PER,Pending,1,Automatic,Incomplete,Pending,CargoLink Pvt Ltd,Average,85,Available,Good,36.73,13.91,2024-04-20 18:54:00,2024-04-23 01:54:00,55
SHIP_100842,2735.61,Critical,VAL,Hold,1,Automatic,Missing,Overdue,ABC Pharma Ltd,Average,86,Available,Damaged,56.56,14.56,2024-04-19 09:12:00,2024-04-23 11:12:00,98
SHIP_114426,1968.19,Critical,EAT,Hold,1,Manual,Incomplete,Pending,AeroTech Solutions,Cooperative,63,Delayed,Good,60.69,4.52,2024-04-21 04:03:00,2024-04-24 13:03:00,81
SHIP_116467,2545.26,High,DGR,Hold,0,Manual,Incomplete,Paid,FreshFoods Exports,Cooperative,75,Available,Damaged,22.68,10.74,2024-04-20 14:11:00,2024-04-23 05:11:00,63
SHIP_104847,1681.42,Critical,AVI,Hold,1,Automatic,Complete,Pending,MedSupply International,Average,94,Delayed,Needs Repacking,55.14,9.72,2024-04-22 11:23:00,2024-04-26 04:23:00,89
SHIP_119454,3757.41,High,PER,Under Inspection,0,Automatic,Missing,Overdue,CargoLink Pvt Ltd,Cooperative,76,Delayed,Good,96.34,8.74,2024-04-22 00:04:00,2024-04-25 19:04:00,91
SHIP_105759,2016.44,High,PER,Pending,1,Automatic,Complete,Overdue,FreshFoods Exports,Delayed Response,62,Available,Good,92.27,0.99,2024-04-19 20:23:00,2024-04-21 20:23:00,48
SHIP_100501,1445.5,Low,PER,Under Inspection,0,Automatic,Incomplete,Pending,ABC Pharma Ltd,Cooperative,53,Delayed,Good,29.06,4.13,2024-04-20 18:25:00,2024-04-23 07:25:00,61
SHIP_112453,1684.17,Medium,AVI,Pending,0,Automatic,Missing,Paid,Prime Retail Imports,Average,29,Delayed,Good,94.44,5.74,2024-04-20 13:31:00,2024-04-22 10:31:00,45
SHIP_110028,2057.14,Medium,PER,Hold,0,Automatic,Incomplete,Paid,FreshFoods Exports,Average,55,Available,Damaged,51.48,2.76,2024-04-20 10:51:00,2024-04-22 21:51:00,59
SHIP_113948,1237.23,High,DGR,Pending,0,Automatic,Incomplete,Overdue,ABC Pharma Ltd,Average,93,Delayed,Needs Repacking,74.11,4.32,2024-04-22 20:03:00,2024-04-26 06:03:00,82
SHIP_119239,3460.76,Medium,DGR,Pending,0,Manual,Complete,Paid,Secure Freight Systems,Delayed Response,34,Available,Good,98.99,6.14,2024-04-20 08:16:00,2024-04-21 02:16:00,18
SHIP_115388,4565.09,Medium,DGR,Hold,0,Manual,Missing,Paid,FreshFoods Exports,Average,76,Available,Good,44.29,9.39,2024-04-20 03:29:00,2024-04-22 19:29:00,64
SHIP_107330,3427.87,High,DGR,Under Inspection,0,Manual,Complete,Overdue,Global Electronics Pvt Ltd,Non-Compliant,63,Delayed,Good,44.56,22.46,2024-04-21 01:09:00,2024-04-23 09:09:00,56
SHIP_106310,3339.81,Low,DGR,Hold,1,Automatic,Missing,Pending,Secure Freight Systems,Cooperative,58,Delayed,Good,31.86,5.08,2024-04-23 05:19:00,2024-04-27 02:19:00,93
SHIP_113821,1695.74,High,GEN,Pending,0,Manual,Missing,Pending,ABC Pharma Ltd,Cooperative,28,Available,Damaged,27.52,6.99,2024-04-20 14:35:00,2024-04-22 15:35:00,49
SHIP_118858,4975.5,Medium,DGR,Hold,1,Automatic,Incomplete,Overdue,MedSupply International,Average,50,Available,Needs Repacking,25.01,2.88,2024-04-22 18:54:00,2024-04-26 17:54:00,95
SHIP_100438,3912.05,High,EAT,Hold,0,Automatic,Missing,Overdue,ABC Pharma Ltd,Average,28,Available,Good,83.7,17.64,2024-04-20 00:12:00,2024-04-23 08:12:00,80
SHIP_113601,1934.2,High,EAT,Cleared,0,Manual,Complete,Paid,Global Electronics Pvt Ltd,Cooperative,92,Not Available,Good,21.42,17.52,2024-04-17 14:18:00,2024-04-19 03:18:00,37
SHIP_107001,3797.39,Medium,AVI,Pending,0,Manual,Complete,Pending,Prime Retail Imports,Average,40,Delayed,Good,94.37,2.85,2024-04-20 06:02:00,2024-04-21 21:02:00,39
SHIP_103718,2208.24,Critical,VAL,Hold,1,Manual,Missing,Pending,Secure Freight Systems,Cooperative,23,Available,Good,88.09,3.12,2024-04-21 12:49:00,2024-04-24 15:49:00,75
SHIP_119553,3749.18,High,DGR,Pending,1,Automatic,Incomplete,Paid,CargoLink Pvt Ltd,Average,73,Not Available,Good,97.6,11.96,2024-04-22 11:29:00,2024-04-25 05:29:00,66
SHIP_117708,3616.18,Low,GEN,Hold,0,Manual,Complete,Paid,DHL Logistics,Non-Compliant,81,Delayed,Damaged,40.32,22.48,2024-04-21 13:38:00,2024-04-23 10:38:00,45
SHIP_109086,2838.81,Medium,PER,Hold,0,Manual,Incomplete,Paid,Secure Freight Systems,Average,48,Available,Good,76.06,6.69,2024-04-20 20:57:00,2024-04-23 01:57:00,53
SHIP_106397,124.85,Medium,VAL,Hold,0,Manual,Incomplete,Overdue,Secure Freight Systems,Average,68,Available,Good,87.98,20.39,2024-04-21 15:57:00,2024-04-24 22:57:00,79
SHIP_101528,2204.69,Medium,AVI,Pending,0,Automatic,Missing,Overdue,Global Electronics Pvt Ltd,Average,29,Not Available,Good,59.22,20.21,2024-04-22 18:12:00,2024-04-26 16:12:00,94
SHIP_101155,2814.44,High,DGR,Hold,1,Automatic,Incomplete,Pending,Global Electronics Pvt Ltd,Average,59,Available,Good,81.86,13.69,2024-04-23 02:37:00,2024-04-25 14:37:00,60
SHIP_115747,2619.58,High,AVI,Under Inspection,0,Automatic,Complete,Paid,Global Electronics Pvt Ltd,Average,92,Available,Good,35.59,20.93,2024-04-19 09:10:00,2024-04-20 13:10:00,28
SHIP_118824,3217.39,Medium,DGR,Pending,1,Manual,Incomplete,Overdue,FreshFoods Exports,Average,30,Not Available,Good,81.39,2.91,2024-04-23 00:10:00,2024-04-26 20:10:00,92
SHIP_115268,2552.13,Critical,GEN,Hold,0,Automatic,Complete,Paid,Global Electronics Pvt Ltd,Average,62,Available,Good,55.88,22.22,2024-04-17 20:37:00,2024-04-19 03:37:00,31
SHIP_111094,4709.89,Critical,VAL,Pending,0,Automatic,Complete,Paid,CargoLink Pvt Ltd,Non-Compliant,34,Delayed,Needs Repacking,34.82,16.91,2024-04-21 16:47:00,2024-04-23 04:47:00,36
SHIP_100463,584.74,Low,AVI,Pending,0,Automatic,Incomplete,Pending,Global Electronics Pvt Ltd,Cooperative,75,Available,Good,26.49,10.85,2024-04-21 22:42:00,2024-04-23 18:42:00,44
SHIP_113434,4707.04,Critical,PER,Under Inspection,0,Automatic,Complete,Overdue,AeroTech Solutions,Cooperative,74,Delayed,Good,51.6,13.14,2024-04-22 02:59:00,2024-04-24 09:59:00,55
SHIP_117455,2086.1,Critical,AVI,Hold,1,Manual,Incomplete,Paid,MedSupply International,Cooperative,92,Available,Good,67.88,11.7,2024-04-22 20:35:00,2024-04-25 00:35:00,52
SHIP_119990,3416.52,Low,DGR,Under Inspection,1,Automatic,Missing,Pending,MedSupply International,Average,99,Available,Good,31.04,13.33,2024-04-22 02:42:00,2024-04-24 23:42:00,69
SHIP_100618,4053.56,Critical,EAT,Hold,0,Automatic,Complete,Overdue,FreshFoods Exports,Average,71,Available,Damaged,45.32,8.21,2024-04-19 09:20:00,2024-04-21 16:20:00,55
SHIP_111597,4387.63,High,VAL,Under Inspection,1,Automatic,Missing,Overdue,Prime Retail Imports,Average,69,Available,Good,81.41,12.8,2024-04-23 19:29:00,2024-04-27 16:29:00,93
SHIP_104784,4690.86,Medium,DGR,Hold,1,Manual,Complete,Paid,ABC Pharma Ltd,Cooperative,25,Delayed,Good,26.44,18.23,2024-04-22 13:48:00,2024-04-25 04:48:00,63
SHIP_108747,3635.74,High,VAL,Pending,0,Manual,Incomplete,Pending,Prime Retail Imports,Average,55,Available,Good,59.19,0.83,2024-04-21 17:32:00,2024-04-23 07:32:00,38
SHIP_118892,2979.52,Medium,GEN,Pending,1,Manual,Complete,Paid,Skyline Traders,Cooperative,42,Available,Good,69.27,7.96,2024-04-22 18:15:00,2024-04-24 15:15:00,45
SHIP_119098,1138.44,High,DGR,Hold,0,Manual,Incomplete,Pending,Prime Retail Imports,Average,80,Available,Good,50.39,1.97,2024-04-22 12:19:00,2024-04-24 11:19:00,47
SHIP_103903,1973.63,Low,VAL,Cleared,0,Automatic,Complete,Paid,Secure Freight Systems,Average,82,Available,Good,41.61,11.58,2024-04-21 19:17:00,2024-04-22 09:17:00,14
SHIP_113327,1941.62,Medium,AVI,Pending,1,Automatic,Missing,Pending,Secure Freight Systems,Cooperative,68,Available,Damaged,21.37,21.03,2024-04-23 06:57:00,2024-04-26 11:57:00,77
SHIP_109744,1729.05,Medium,PER,Hold,0,Automatic,Incomplete,Paid,Secure Freight Systems,Delayed Response,32,Available,Damaged,96.88,21.67,2024-04-22 11:30:00,2024-04-24 20:30:00,57
SHIP_109270,241.0,Medium,EAT,Pending,0,Manual,Missing,Paid,Prime Retail Imports,Cooperative,34,Available,Good,27.11,19.07,2024-04-20 23:19:00,2024-04-22 14:19:00,39
SHIP_118672,1254.23,High,GEN,Pending,1,Manual,Complete,Overdue,Secure Freight Systems,Delayed Response,52,Available,Needs Repacking,89.11,23.62,2024-04-23 10:40:00,2024-04-26 11:40:00,73
SHIP_114932,936.59,Low,AVI,Pending,0,Manual,Missing,Paid,ABC Pharma Ltd,Cooperative,66,Available,Good,80.73,13.35,2024-04-19 17:41:00,2024-04-21 18:41:00,49
SHIP_114474,2979.5,Low,AVI,Under Inspection,0,Manual,Missing,Paid,DHL Logistics,Non-Compliant,68,Available,Good,77.38,11.54,2024-04-23 02:51:00,2024-04-25 10:51:00,56
SHIP_104974,1905.39,Low,EAT,Under Inspection,0,Automatic,Complete,Paid,DHL Logistics,Average,39,Available,Good,32.74,13.26,2024-04-22 00:52:00,2024-04-23 07:52:00,31
SHIP_104728,1464.79,Critical,PER,Hold,0,Automatic,Missing,Paid,FreshFoods Exports,Delayed Response,60,Available,Good,51.19,18.34,2024-04-21 22:28:00,2024-04-24 13:28:00,63
SHIP_104685,3020.28,Critical,PER,Under Inspection,0,Automatic,Incomplete,Pending,FreshFoods Exports,Delayed Response,24,Available,Damaged,94.69,12.43,2024-04-23 17:38:00,2024-04-26 04:38:00,59
SHIP_110288,3366.09,Critical,VAL,Pending,0,Manual,Complete,Overdue,Skyline Traders,Average,31,Delayed,Damaged,23.24,19.18,2024-04-23 18:28:00,2024-04-26 03:28:00,57
SHIP_102336,3108.88,Critical,EAT,Pending,0,Manual,Missing,Pending,Global Electronics Pvt Ltd,Cooperative,80,Available,Good,32.98,21.21,2024-04-23 12:43:00,2024-04-25 08:43:00,44
SHIP_105188,2733.77,Low,AVI,Pending,0,Manual,Incomplete,Pending,Prime Retail Imports,Cooperative,88,Delayed,Damaged,27.94,3.02,2024-04-23 15:43:00,2024-04-26 07:43:00,64
SHIP_117879,991.62,Medium,VAL,Under Inspection,1,Manual,Missing,Paid,CargoLink Pvt Ltd,Average,22,Delayed,Needs Repacking,62.38,4.01,2024-04-25 03:02:00,2024-04-29 03:02:00,96
SHIP_115649,2024.29,High,VAL,Under Inspection,0,Automatic,Complete,Overdue,Global Electronics Pvt Ltd,Delayed Response,70,Available,Good,89.72,2.15,2024-04-22 14:10:00,2024-04-24 03:10:00,37
SHIP_115616,2454.16,Critical,DGR,Hold,1,Automatic,Complete,Paid,ABC Pharma Ltd,Delayed Response,56,Available,Good,61.39,4.02,2024-04-21 01:20:00,2024-04-22 16:20:00,39
SHIP_101608,1269.85,Low,PER,Pending,0,Automatic,Incomplete,Pending,AeroTech Solutions,Average,62,Not Available,Needs Repacking,67.76,6.98,2024-04-24 10:44:00,2024-04-27 18:44:00,80
SHIP_108417,2427.01,Critical,VAL,Hold,0,Automatic,Complete,Overdue,AeroTech Solutions,Cooperative,79,Delayed,Good,96.67,2.76,2024-04-23 15:01:00,2024-04-26 06:01:00,63
SHIP_109781,799.18,Low,DGR,Pending,0,Manual,Complete,Paid,Global Electronics Pvt Ltd,Average,90,Available,Good,86.34,20.22,2024-04-23 10:20:00,2024-04-24 11:20:00,25
SHIP_115423,3632.26,Critical,EAT,Pending,0,Automatic,Complete,Overdue,DHL Logistics,Average,88,Available,Good,86.89,22.52,2024-04-21 15:49:00,2024-04-23 05:49:00,38
SHIP_113984,1139.17,Low,PER,Under Inspection,0,Manual,Incomplete,Overdue,ABC Pharma Ltd,Delayed Response,34,Delayed,Damaged,99.6,20.02,2024-04-25 07:16:00,2024-04-28 09:16:00,74
SHIP_104042,2295.53,High,PER,Hold,0,Automatic,Missing,Overdue,Secure Freight Systems,Delayed Response,90,Available,Good,30.11,16.8,2024-04-23 15:22:00,2024-04-26 17:22:00,74
SHIP_117983,4897.92,Medium,GEN,Cleared,0,Automatic,Complete,Overdue,CargoLink Pvt Ltd,Average,30,Available,Good,43.99,5.03,2024-04-19 10:10:00,2024-04-20 13:10:00,27
SHIP_115550,2864.83,Critical,PER,Pending,0,Automatic,Incomplete,Paid,Skyline Traders,Average,40,Available,Good,51.61,18.75,2024-04-21 14:19:00,2024-04-22 18:19:00,28
SHIP_109523,2223.85,High,EAT,Pending,0,Automatic,Incomplete,Pending,Skyline Traders,Delayed Response,49,Not Available,Good,49.71,0.58,2024-04-24 08:27:00,2024-04-26 15:27:00,55
SHIP_105708,2697.48,Low,DGR,Pending,0,Automatic,Incomplete,Paid,Prime Retail Imports,Non-Compliant,42,Available,Good,65.38,13.3,2024-04-23 13:48:00,2024-04-24 16:48:00,27
SHIP_106062,1031.38,High,DGR,Under Inspection,1,Automatic,Complete,Overdue,AeroTech Solutions,Delayed Response,43,Available,Good,28.05,23.74,2024-04-24 12:45:00,2024-04-26 23:45:00,59
SHIP_101418,4796.05,High,EAT,Pending,0,Automatic,Incomplete,Overdue,ABC Pharma Ltd,Cooperative,30,Available,Good,80.57,2.48,2024-04-24 05:01:00,2024-04-26 16:01:00,59
SHIP_114006,619.1,High,DGR,Pending,0,Automatic,Complete,Overdue,MedSupply International,Average,48,Delayed,Good,31.59,10.3,2024-04-23 21:41:00,2024-04-26 05:41:00,56
SHIP_107484,3066.1,High,EAT,Under Inspection,0,Manual,Missing,Overdue,DHL Logistics,Delayed Response,91,Available,Good,77.39,21.54,2024-04-24 11:57:00,2024-04-27 08:57:00,69
SHIP_116045,4009.42,High,DGR,Under Inspection,1,Automatic,Missing,Pending,DHL Logistics,Cooperative,59,Delayed,Good,98.24,4.69,2024-04-24 07:56:00,2024-04-27 18:56:00,83
